id,b_1,b_2,m,v_1,v_2,t
     0.000,     4.621,     5.376,    10.000,     0.000,     0.000,     0.000
     1.000,     6.993,     8.881,    10.000,     0.000,     0.000,     0.000
     2.000,     2.374,     1.811,    10.000,     0.000,     0.000,     0.000
     0.000,     4.621,     5.376,    10.000,     0.000,    -0.000,     0.100
     1.000,     6.993,     8.881,    10.000,    -0.000,    -0.000,     0.100
     2.000,     2.374,     1.811,    10.000,     0.000,     0.000,     0.100
     0.000,     4.621,     5.376,    10.000,     0.000,    -0.000,     0.200
     1.000,     6.993,     8.881,    10.000,    -0.000,    -0.000,     0.200
     2.000,     2.374,     1.811,    10.000,     0.000,     0.000,     0.200
     0.000,     4.621,     5.376,    10.000,     0.000,    -0.000,     0.300
     1.000,     6.993,     8.881,    10.000,    -0.000,    -0.001,     0.300
     2.000,     2.374,     1.811,    10.000,     0.000,     0.001,     0.300
     0.000,     4.621,     5.376,    10.000,     0.000,    -0.000,     0.400
     1.000,     6.993,     8.881,    10.000,    -0.001,    -0.001,     0.400
     2.000,     2.374,     1.811,    10.000,     0.001,     0.001,     0.400
     0.000,     4.621,     5.376,    10.000,     0.000,    -0.000,     0.500
     1.000,     6.993,     8.881,    10.000,    -0.001,    -0.001,     0.500
     2.000,     2.374,     1.811,    10.000,     0.001,     0.001,     0.500
     0.000,     4.621,     5.376,    10.000,     0.000,    -0.000,     0.600
     1.000,     6.993,     8.880,    10.000,    -0.001,    -0.001,     0.600
     2.000,     2.374,     1.811,    10.000,     0.001,     0.001,     0.600
     0.000,     4.621,     5.376,    10.000,     0.000,    -0.000,     0.700
     1.000,     6.993,     8.880,    10.000,    -0.001,    -0.001,     0.700
     2.000,     2.374,     1.811,    10.000,     0.001,     0.002,     0.700
     0.000,     4.621,     5.376,    10.000,     0.000,    -0.000,     0.800
     1.000,     6.992,     8.880,    10.000,    -0.001,    -0.002,     0.800
     2.000,     2.374,     1.811,    10.000,     0.001,     0.002,     0.800
     0.000,     4.621,     5.376,    10.000,     0.000,    -0.000,     0.900
     1.000,     6.992,     8.880,    10.000,    -0.001,    -0.002,     0.900
     2.000,     2.374,     1.812,    10.000,     0.001,     0.002,     0.900
     0.000,     4.621,     5.376,    10.000,     0.000,    -0.000,     1.000
     1.000,     6.992,     8.880,    10.000,    -0.001,    -0.002,     1.000
     2.000,     2.374,     1.812,    10.000,     0.001,     0.002,     1.000
