id,b_1,b_2,m,v_1,v_2,t
     0.000,     5.401,     3.632,    10.000,     0.000,     0.000,     0.000
     1.000,     4.536,     6.212,    10.000,     0.000,     0.000,     0.000
     2.000,     5.802,     1.092,    10.000,     0.000,     0.000,     0.000
     0.000,     5.401,     3.632,    10.000,    -0.000,    -0.000,     0.010
     1.000,     4.536,     6.212,    10.000,     0.000,    -0.001,     0.010
     2.000,     5.802,     1.092,    10.000,    -0.000,     0.001,     0.010
     0.000,     5.401,     3.632,    10.000,    -0.000,    -0.001,     0.020
     1.000,     4.536,     6.212,    10.000,     0.000,    -0.001,     0.020
     2.000,     5.802,     1.092,    10.000,    -0.000,     0.002,     0.020
     0.000,     5.401,     3.632,    10.000,    -0.000,    -0.001,     0.030
     1.000,     4.536,     6.212,    10.000,     0.001,    -0.002,     0.030
     2.000,     5.802,     1.092,    10.000,    -0.000,     0.002,     0.030
     0.000,     5.401,     3.632,    10.000,    -0.000,    -0.001,     0.040
     1.000,     4.536,     6.212,    10.000,     0.001,    -0.002,     0.040
     2.000,     5.802,     1.092,    10.000,    -0.001,     0.003,     0.040
     0.000,     5.401,     3.632,    10.000,    -0.000,    -0.001,     0.050
     1.000,     4.536,     6.212,    10.000,     0.001,    -0.003,     0.050
     2.000,     5.802,     1.092,    10.000,    -0.001,     0.004,     0.050
     0.000,     5.401,     3.632,    10.000,    -0.000,    -0.002,     0.060
     1.000,     4.536,     6.212,    10.000,     0.001,    -0.003,     0.060
     2.000,     5.802,     1.093,    10.000,    -0.001,     0.005,     0.060
     0.000,     5.401,     3.632,    10.000,    -0.000,    -0.002,     0.070
     1.000,     4.536,     6.212,    10.000,     0.001,    -0.004,     0.070
     2.000,     5.802,     1.093,    10.000,    -0.001,     0.006,     0.070
     0.000,     5.401,     3.632,    10.000,    -0.000,    -0.002,     0.080
     1.000,     4.536,     6.212,    10.000,     0.001,    -0.004,     0.080
     2.000,     5.802,     1.093,    10.000,    -0.001,     0.006,     0.080
     0.000,     5.401,     3.632,    10.000,    -0.000,    -0.003,     0.090
     1.000,     4.536,     6.212,    10.000,     0.002,    -0.005,     0.090
     2.000,     5.802,     1.093,    10.000,    -0.001,     0.007,     0.090
     0.000,     5.401,     3.632,    10.000,    -0.000,    -0.003,     0.100
     1.000,     4.536,     6.212,    10.000,     0.002,    -0.005,     0.100
     2.000,     5.802,     1.093,    10.000,    -0.001,     0.008,     0.100
     0.000,     5.401,     3.632,    10.000,    -0.001,    -0.003,     0.110
     1.000,     4.536,     6.212,    10.000,     0.002,    -0.006,     0.110
     2.000,     5.802,     1.093,    10.000,    -0.001,     0.009,     0.110
     0.000,     5.401,     3.632,    10.000,    -0.001,    -0.003,     0.120
     1.000,     4.536,     6.211,    10.000,     0.002,    -0.006,     0.120
     2.000,     5.802,     1.093,    10.000,    -0.002,     0.010,     0.120
     0.000,     5.401,     3.632,    10.000,    -0.001,    -0.004,     0.130
     1.000,     4.536,     6.211,    10.000,     0.002,    -0.007,     0.130
     2.000,     5.802,     1.093,    10.000,    -0.002,     0.010,     0.130
     0.000,     5.401,     3.631,    10.000,    -0.001,    -0.004,     0.140
     1.000,     4.536,     6.211,    10.000,     0.002,    -0.007,     0.140
     2.000,     5.802,     1.093,    10.000,    -0.002,     0.011,     0.140
     0.000,     5.401,     3.631,    10.000,    -0.001,    -0.004,     0.150
     1.000,     4.536,     6.211,    10.000,     0.003,    -0.008,     0.150
     2.000,     5.802,     1.093,    10.000,    -0.002,     0.012,     0.150
     0.000,     5.401,     3.631,    10.000,    -0.001,    -0.005,     0.160
     1.000,     4.536,     6.211,    10.000,     0.003,    -0.008,     0.160
     2.000,     5.802,     1.093,    10.000,    -0.002,     0.013,     0.160
     0.000,     5.401,     3.631,    10.000,    -0.001,    -0.005,     0.170
     1.000,     4.536,     6.211,    10.000,     0.003,    -0.009,     0.170
     2.000,     5.802,     1.094,    10.000,    -0.002,     0.014,     0.170
     0.000,     5.401,     3.631,    10.000,    -0.001,    -0.005,     0.180
     1.000,     4.536,     6.211,    10.000,     0.003,    -0.009,     0.180
     2.000,     5.802,     1.094,    10.000,    -0.002,     0.014,     0.180
     0.000,     5.401,     3.631,    10.000,    -0.001,    -0.005,     0.190
     1.000,     4.536,     6.211,    10.000,     0.003,    -0.010,     0.190
     2.000,     5.802,     1.094,    10.000,    -0.002,     0.015,     0.190
     0.000,     5.401,     3.631,    10.000,    -0.001,    -0.006,     0.200
     1.000,     4.536,     6.211,    10.000,     0.003,    -0.010,     0.200
     2.000,     5.801,     1.094,    10.000,    -0.003,     0.016,     0.200
     0.000,     5.401,     3.631,    10.000,    -0.001,    -0.006,     0.210
     1.000,     4.536,     6.211,    10.000,     0.004,    -0.011,     0.210
     2.000,     5.801,     1.094,    10.000,    -0.003,     0.017,     0.210
     0.000,     5.401,     3.631,    10.000,    -0.001,    -0.006,     0.220
     1.000,     4.536,     6.211,    10.000,     0.004,    -0.011,     0.220
     2.000,     5.801,     1.094,    10.000,    -0.003,     0.018,     0.220
     0.000,     5.401,     3.631,    10.000,    -0.001,    -0.006,     0.230
     1.000,     4.536,     6.210,    10.000,     0.004,    -0.012,     0.230
     2.000,     5.801,     1.095,    10.000,    -0.003,     0.018,     0.230
     0.000,     5.401,     3.631,    10.000,    -0.001,    -0.007,     0.240
     1.000,     4.537,     6.210,    10.000,     0.004,    -0.012,     0.240
     2.000,     5.801,     1.095,    10.000,    -0.003,     0.019,     0.240
     0.000,     5.401,     3.631,    10.000,    -0.001,    -0.007,     0.250
     1.000,     4.537,     6.210,    10.000,     0.004,    -0.013,     0.250
     2.000,     5.801,     1.095,    10.000,    -0.003,     0.020,     0.250
     0.000,     5.401,     3.631,    10.000,    -0.001,    -0.007,     0.260
     1.000,     4.537,     6.210,    10.000,     0.005,    -0.013,     0.260
     2.000,     5.801,     1.095,    10.000,    -0.003,     0.021,     0.260
     0.000,     5.401,     3.631,    10.000,    -0.001,    -0.008,     0.270
     1.000,     4.537,     6.210,    10.000,     0.005,    -0.014,     0.270
     2.000,     5.801,     1.095,    10.000,    -0.003,     0.022,     0.270
     0.000,     5.401,     3.631,    10.000,    -0.001,    -0.008,     0.280
     1.000,     4.537,     6.210,    10.000,     0.005,    -0.015,     0.280
     2.000,     5.801,     1.096,    10.000,    -0.004,     0.022,     0.280
     0.000,     5.401,     3.631,    10.000,    -0.001,    -0.008,     0.290
     1.000,     4.537,     6.210,    10.000,     0.005,    -0.015,     0.290
     2.000,     5.801,     1.096,    10.000,    -0.004,     0.023,     0.290
     0.000,     5.401,     3.630,    10.000,    -0.001,    -0.009,     0.300
     1.000,     4.537,     6.209,    10.000,     0.005,    -0.016,     0.300
     2.000,     5.801,     1.096,    10.000,    -0.004,     0.024,     0.300
     0.000,     5.401,     3.630,    10.000,    -0.001,    -0.009,     0.310
     1.000,     4.537,     6.209,    10.000,     0.005,    -0.016,     0.310
     2.000,     5.801,     1.096,    10.000,    -0.004,     0.025,     0.310
     0.000,     5.401,     3.630,    10.000,    -0.001,    -0.009,     0.320
     1.000,     4.537,     6.209,    10.000,     0.006,    -0.017,     0.320
     2.000,     5.801,     1.097,    10.000,    -0.004,     0.026,     0.320
     0.000,     5.401,     3.630,    10.000,    -0.002,    -0.009,     0.330
     1.000,     4.537,     6.209,    10.000,     0.006,    -0.017,     0.330
     2.000,     5.801,     1.097,    10.000,    -0.004,     0.026,     0.330
     0.000,     5.401,     3.630,    10.000,    -0.002,    -0.010,     0.340
     1.000,     4.537,     6.209,    10.000,     0.006,    -0.018,     0.340
     2.000,     5.801,     1.097,    10.000,    -0.004,     0.027,     0.340
     0.000,     5.401,     3.630,    10.000,    -0.002,    -0.010,     0.350
     1.000,     4.537,     6.209,    10.000,     0.006,    -0.018,     0.350
     2.000,     5.801,     1.097,    10.000,    -0.004,     0.028,     0.350
     0.000,     5.401,     3.630,    10.000,    -0.002,    -0.010,     0.360
     1.000,     4.537,     6.208,    10.000,     0.006,    -0.019,     0.360
     2.000,     5.801,     1.098,    10.000,    -0.005,     0.029,     0.360
     0.000,     5.401,     3.630,    10.000,    -0.002,    -0.011,     0.370
     1.000,     4.537,     6.208,    10.000,     0.006,    -0.019,     0.370
     2.000,     5.801,     1.098,    10.000,    -0.005,     0.030,     0.370
     0.000,     5.401,     3.630,    10.000,    -0.002,    -0.011,     0.380
     1.000,     4.537,     6.208,    10.000,     0.007,    -0.020,     0.380
     2.000,     5.801,     1.098,    10.000,    -0.005,     0.031,     0.380
     0.000,     5.401,     3.630,    10.000,    -0.002,    -0.011,     0.390
     1.000,     4.537,     6.208,    10.000,     0.007,    -0.020,     0.390
     2.000,     5.801,     1.099,    10.000,    -0.005,     0.031,     0.390
     0.000,     5.401,     3.629,    10.000,    -0.002,    -0.011,     0.400
     1.000,     4.537,     6.208,    10.000,     0.007,    -0.021,     0.400
     2.000,     5.801,     1.099,    10.000,    -0.005,     0.032,     0.400
     0.000,     5.401,     3.629,    10.000,    -0.002,    -0.012,     0.410
     1.000,     4.537,     6.207,    10.000,     0.007,    -0.021,     0.410
     2.000,     5.801,     1.099,    10.000,    -0.005,     0.033,     0.410
     0.000,     5.400,     3.629,    10.000,    -0.002,    -0.012,     0.420
     1.000,     4.538,     6.207,    10.000,     0.007,    -0.022,     0.420
     2.000,     5.801,     1.100,    10.000,    -0.005,     0.034,     0.420
     0.000,     5.400,     3.629,    10.000,    -0.002,    -0.012,     0.430
     1.000,     4.538,     6.207,    10.000,     0.007,    -0.022,     0.430
     2.000,     5.801,     1.100,    10.000,    -0.005,     0.035,     0.430
     0.000,     5.400,     3.629,    10.000,    -0.002,    -0.013,     0.440
     1.000,     4.538,     6.207,    10.000,     0.008,    -0.023,     0.440
     2.000,     5.800,     1.100,    10.000,    -0.006,     0.035,     0.440
     0.000,     5.400,     3.629,    10.000,    -0.002,    -0.013,     0.450
     1.000,     4.538,     6.206,    10.000,     0.008,    -0.023,     0.450
     2.000,     5.800,     1.101,    10.000,    -0.006,     0.036,     0.450
     0.000,     5.400,     3.629,    10.000,    -0.002,    -0.013,     0.460
     1.000,     4.538,     6.206,    10.000,     0.008,    -0.024,     0.460
     2.000,     5.800,     1.101,    10.000,    -0.006,     0.037,     0.460
